timestamp,open,high,low,close,volume
1577916000000,112.394,112.416,111.883,112.115,181.73
1577919600000,112.115,112.39,112.115,112.343,1185.75
1577923200000,112.34,112.354,112.239,112.258,1269.5
1577926800000,112.258,112.307,112.24,112.267,1831.41
1577930400000,112.267,112.298,112.221,112.271,1348.72
1577934000000,112.275,112.288,112.185,112.206,1231.34
1577937600000,112.208,112.218,112.086,112.118,1274.08
1577941200000,112.113,112.118,112.061,112.082,1639.85
1577944800000,112.079,112.093,112.016,112.048,1285.73
1577948400000,112.053,112.161,112.053,112.151,3086.03
1577952000000,112.153,112.275,112.118,112.271,3827.95
1577955600000,112.271,112.387,112.251,112.259,3133.54
1577959200000,112.259,112.329,112.179,112.191,3000.8
1577962800000,112.19,112.203,112.017,112.026,3011.52
1577966400000,112.025,112.093,111.994,112.028,2261.0701
1577970000000,112.028,112.07,111.967,112.019,3354.99
1577973600000,112.021,112.061,111.854,111.888,4727.6899
1577977200000,111.888,111.901,111.594,111.72,8784.2803
1577980800000,111.72,111.763,111.537,111.539,8059.5601
1577984400000,111.538,111.599,111.513,111.56,3907.27
1577988000000,111.56,111.634,111.51,111.618,2894.54
1577991600000,111.617,111.645,111.579,111.64,2607.3899
1577995200000,111.64,111.764,111.631,111.75,2576.47
1577998800000,111.753,111.776,111.72,111.728,959.72
1578002400000,111.725,111.745,111.613,111.692,686.04
1578006000000,111.692,111.813,111.687,111.724,1236.8
1578009600000,111.722,111.74,111.607,111.625,2391.75
1578013200000,111.625,111.648,111.495,111.517,2760.6001
1578016800000,111.519,111.564,111.415,111.468,5134.9702
1578020400000,111.468,111.568,111.382,111.553,3367.3501
1578024000000,111.553,111.585,111.439,111.456,2108.21
1578027600000,111.455,111.476,111.352,111.373,2952.72
1578031200000,111.375,111.44,111.335,111.402,1696.22
1578034800000,111.402,111.421,111.116,111.168,6837.3501
1578038400000,111.167,111.221,111.042,111.089,6531.2998
1578042000000,111.091,111.123,110.994,111.005,5834.7202
1578045600000,111.006,111.051,110.925,110.982,6508.1099
1578049200000,110.981,111.016,110.929,110.95,4552.77
1578052800000,110.95,111.152,110.95,111.114,4620.1602
1578056400000,111.116,111.21,111.103,111.148,4885.7402
1578060000000,111.149,111.268,111.129,111.202,6219.1602
1578063600000,111.199,111.323,111.151,111.292,9337.0498
1578067200000,111.297,111.298,111.15,111.24,4851.4102
1578070800000,111.242,111.263,111.197,111.209,3258.9099
1578074400000,111.207,111.211,111.068,111.118,5089.04
1578078000000,111.118,111.171,111.114,111.162,3989.28
1578081600000,111.161,111.201,111.117,111.178,2689.3701
1578085200000,111.178,111.215,111.136,111.137,1545.17
1578261600000,111.098,111.146,110.963,110.963,1089.4301
1578265200000,110.965,111.131,110.922,111.121,5779.3701
1578268800000,111.12,111.332,111.109,111.227,5998.8101
1578272400000,111.229,111.249,111.127,111.143,4131.9902
1578276000000,111.143,111.281,111.136,111.248,3168.3
1578279600000,111.249,111.318,111.242,111.255,2208.22
1578283200000,111.255,111.283,111.221,111.249,2594.51
1578286800000,111.249,111.282,111.228,111.246,1852.74
1578290400000,111.247,111.27,111.162,111.256,3311.3301
1578294000000,111.257,111.352,111.243,111.287,5029.6401
1578297600000,111.287,111.322,111.184,111.301,6927.73
1578301200000,111.301,111.443,111.268,111.436,5013.1699
1578304800000,111.437,111.528,111.426,111.437,3699.49
1578308400000,111.437,111.559,111.434,111.501,3916.6799
1578312000000,111.501,111.549,111.46,111.546,3474.8201
1578315600000,111.547,111.578,111.478,111.508,4710.3799
1578319200000,111.506,111.531,111.387,111.42,5298.02
1578322800000,111.42,111.828,111.418,111.809,8109.7598
1578326400000,111.809,111.867,111.73,111.849,4662.9102
1578330000000,111.85,111.974,111.829,111.898,2619.4299
1578333600000,111.896,111.957,111.861,111.861,2303.1599
1578337200000,111.86,111.961,111.84,111.94,2470.8899
1578340800000,111.939,111.956,111.903,111.936,2126.1299
1578344400000,111.935,112.004,111.913,111.913,1189.4
1578348000000,111.913,111.949,111.829,111.87,1348.4301
1578351600000,111.87,111.992,111.87,111.926,2165.72
1578355200000,111.926,111.943,111.884,111.894,3138.3101
1578358800000,111.898,111.939,111.868,111.909,2925.04
1578362400000,111.91,111.964,111.902,111.915,2065.54
1578366000000,111.914,111.955,111.89,111.907,1876.02
1578369600000,111.904,111.953,111.89,111.928,1713.1801
1578373200000,111.928,111.939,111.837,111.838,2460.51
1578376800000,111.839,111.853,111.747,111.751,4293.1699
1578380400000,111.752,111.795,111.651,111.683,6195.48
1578384000000,111.686,111.982,111.675,111.905,6259.1699
1578387600000,111.904,111.936,111.686,111.708,3852.52
1578391200000,111.708,111.75,111.575,111.644,4625.3799
1578394800000,111.644,111.733,111.605,111.7,3531.71
1578398400000,111.702,111.733,111.652,111.685,3537.26
1578402000000,111.687,111.752,111.617,111.625,5367.77
1578405600000,111.624,111.745,111.544,111.55,6812.1899
1578409200000,111.55,111.768,111.53,111.738,9176.7402
1578412800000,111.736,111.749,111.681,111.7,4622.1602
1578416400000,111.702,111.914,111.702,111.826,3260.3601
1578420000000,111.826,111.83,111.735,111.735,1998.58
1578423600000,111.735,111.796,111.717,111.788,2681.1799
1578427200000,111.788,111.79,111.765,111.787,1803.35
1578430800000,111.787,111.798,111.697,111.738,2635.9099
1578434400000,111.739,111.785,111.676,111.696,2521.8101
1578438000000,111.703,111.741,111.319,111.468,9868.6602
1578441600000,111.469,111.549,111.324,111.522,17182.4609
1578445200000,111.522,111.671,111.485,111.501,12942.5596
1578448800000,111.499,111.791,111.469,111.77,12442.6104
1578452400000,111.767,111.778,111.617,111.712,7909.7202
1578456000000,111.712,111.751,111.6,111.645,3862.29
1578459600000,111.648,111.697,111.609,111.617,4727.3701
1578463200000,111.62,111.73,111.617,111.668,4724.21
1578466800000,111.669,111.76,111.642,111.691,7925.1201
1578470400000,111.691,111.78,111.594,111.712,10378.5898
1578474000000,111.716,111.725,111.605,111.637,4947.1201
1578477600000,111.636,111.788,111.571,111.768,6670.1499
1578481200000,111.767,111.882,111.749,111.831,6856.9502
1578484800000,111.831,111.99,111.813,111.967,5511.5498
1578488400000,111.967,112.068,111.907,112.007,7768.9302
1578492000000,112.008,112.089,111.983,112.075,7453.25
1578495600000,112.075,112.118,111.922,111.939,6779.5
1578499200000,111.942,112.136,111.929,112.106,13492.1396
1578502800000,112.106,112.131,112.025,112.088,7769.79
1578506400000,112.086,112.12,112.06,112.086,3853.95
1578510000000,112.086,112.182,112.085,112.18,2794.1001
1578513600000,112.18,112.182,112.026,112.047,4959.5698
1578517200000,112.05,112.109,112.012,112.012,2060.9299
1578520800000,112.012,112.095,111.963,112.029,2942.0601
1578524400000,112.027,112.077,111.989,112.027,1457.36
1578528000000,112.028,112.185,112.028,112.119,4704.3301
1578531600000,112.118,112.18,112.116,112.156,3858.9099
1578535200000,112.156,112.156,112.093,112.1,2301.1799
1578538800000,112.101,112.131,112.063,112.076,2086.1699
1578542400000,112.074,112.129,112.058,112.122,1825.04
1578546000000,112.121,112.207,112.11,112.202,1844.42
1578549600000,112.204,112.233,112.114,112.162,3751.3
1578553200000,112.165,112.279,112.165,112.218,4314.2598
1578556800000,112.218,112.299,112.158,112.255,6424.0498
1578560400000,112.255,112.333,112.224,112.333,5167.9702
1578564000000,112.332,112.409,112.282,112.383,4127.0298
1578567600000,112.385,112.423,112.351,112.379,3149.8501
1578571200000,112.378,112.445,112.338,112.425,5459.79
1578574800000,112.424,112.704,112.392,112.59,5038.0698
1578578400000,112.59,112.616,112.543,112.593,5579.5298
1578582000000,112.591,112.647,112.52,112.577,5388.3501
1578585600000,112.577,112.594,112.503,112.583,4517.79
1578589200000,112.583,112.629,112.545,112.593,3254.3999
1578592800000,112.593,112.601,112.52,112.526,5018.4302
1578596400000,112.526,112.561,112.499,112.551,2767
1578600000000,112.55,112.554,112.483,112.515,2831.1399
1578603600000,112.514,112.542,112.473,112.491,1008.58
1578607200000,112.491,112.559,112.476,112.503,1548.25
1578610800000,112.501,112.538,112.475,112.512,1253.53
1578614400000,112.517,112.579,112.474,112.492,4350.2002
1578618000000,112.49,112.538,112.475,112.52,2498.8
1578621600000,112.524,112.554,112.497,112.54,1782.71
1578625200000,112.541,112.564,112.52,112.542,1172.45
1578628800000,112.542,112.575,112.54,112.573,1456.66
1578632400000,112.574,112.662,112.569,112.622,1938.12
1578636000000,112.622,112.658,112.595,112.615,1728.29
1578639600000,112.616,112.655,112.517,112.537,2371.8601
1578643200000,112.537,112.577,112.408,112.47,2966.9099
1578646800000,112.47,112.52,112.439,112.494,2936.02
1578650400000,112.497,112.523,112.379,112.38,2515.7
1578654000000,112.38,112.418,112.303,112.399,2087.1799
1578657600000,112.399,112.466,112.389,112.402,2485.5601
1578661200000,112.402,112.516,112.316,112.393,8119.75
1578664800000,112.392,112.496,112.365,112.455,6178
1578668400000,112.455,112.599,112.438,112.563,14534.2598
1578672000000,112.564,112.604,112.522,112.545,39123.9609
1578675600000,112.546,112.609,112.54,112.562,3580.8
1578679200000,112.563,112.588,112.549,112.557,1635.23
1578682800000,112.56,112.635,112.537,112.621,2031.36
1578686400000,112.622,112.626,112.562,112.562,2144.3899
1578690000000,112.562,112.569,112.483,112.483,1479.37
1578866400000,112.611,112.654,112.453,112.502,3414.6001
1578870000000,112.504,112.571,112.461,112.561,1577.55
1578873600000,112.559,112.582,112.541,112.582,1348.1
1578877200000,112.581,112.61,112.57,112.608,1683.96
1578880800000,112.606,112.664,112.584,112.663,938.09
1578884400000,112.661,112.712,112.654,112.679,1232.6801
1578888000000,112.682,112.698,112.656,112.674,955.4
1578891600000,112.674,112.709,112.666,112.68,995.06
1578895200000,112.681,112.686,112.632,112.646,1064.5601
1578898800000,112.648,112.67,112.588,112.613,2534.52
1578902400000,112.611,112.78,112.609,112.756,3610.52
1578906000000,112.754,112.932,112.75,112.917,5232.3599
1578909600000,112.915,112.981,112.899,112.957,3979.3101
1578913200000,112.957,113.041,112.948,112.998,2418.5601
1578916800000,112.997,113.037,112.984,113.017,2383.1299
1578920400000,113.017,113.109,113.017,113.029,3777.8
1578924000000,113.031,113.159,113.004,113.156,4962.3799
1578927600000,113.154,113.295,113.143,113.213,5145.6201
1578931200000,113.213,113.34,113.213,113.27,4183.0098
1578934800000,113.268,113.315,113.22,113.312,2309.4199
1578938400000,113.312,113.336,113.251,113.26,1726.84
1578942000000,113.261,113.286,113.223,113.232,1440.78
1578945600000,113.232,113.244,113.208,113.229,1893.27
1578949200000,113.231,113.238,113.205,113.211,917.91
1578952800000,113.213,113.361,113.198,113.216,786.94
1578956400000,113.217,113.317,113.206,113.293,1367.1899
1578960000000,113.295,113.537,113.283,113.48,3957.77
1578963600000,113.476,113.487,113.257,113.334,4747.79
1578967200000,113.335,113.381,113.289,113.356,2422.7
1578970800000,113.356,113.367,113.321,113.344,1891.87
1578974400000,113.344,113.379,113.302,113.348,1655.84
1578978000000,113.348,113.381,113.313,113.325,1586.48
1578981600000,113.328,113.418,113.327,113.405,2266.6899
1578985200000,113.407,113.432,113.313,113.363,3573.78
1578988800000,113.365,113.525,113.296,113.466,5563.6499
1578992400000,113.467,113.515,113.404,113.46,3460.4199
1578996000000,113.458,113.645,113.439,113.598,3117.01
1578999600000,113.596,113.734,113.548,113.683,4928.2798
1579003200000,113.683,113.749,113.603,113.68,3499.29
1579006800000,113.679,113.68,113.405,113.405,5031.46
1579010400000,113.405,113.567,113.352,113.547,6118.1802
1579014000000,113.548,113.654,113.498,113.653,5239.7402
1579017600000,113.655,113.73,113.619,113.716,3538.8799
1579021200000,113.716,113.74,113.694,113.723,2375.1499
1579024800000,113.723,113.781,113.609,113.721,6240.6899
1579028400000,113.721,113.776,113.695,113.714,4390.7002
1579032000000,113.714,113.718,113.659,113.663,2928.96
1579035600000,113.667,113.695,113.642,113.672,1055.2
1579039200000,113.669,113.707,113.607,113.647,1027.5699
1579042800000,113.646,113.683,113.534,113.575,2274.6001
1579046400000,113.577,113.686,113.57,113.649,3670.4299
1579050000000,113.648,113.685,113.63,113.676,2272.8999
1579053600000,113.68,113.702,113.615,113.639,2054.1699
1579057200000,113.638,113.651,113.587,113.589,1696.64
1579060800000,113.589,113.609,113.569,113.6,1501.4
1579064400000,113.597,113.646,113.572,113.631,1247.09
1579068000000,113.634,113.668,113.597,113.609,1873.4399
1579071600000,113.612,113.652,113.555,113.638,2469.6299
1579075200000,113.639,113.792,113.581,113.763,3805.23
1579078800000,113.763,113.818,113.675,113.691,3489.3301
1579082400000,113.691,113.783,113.686,113.748,2431.6599
1579086000000,113.745,113.886,113.739,113.743,3861.5801
1579089600000,113.742,113.9,113.741,113.805,3131.29
1579093200000,113.806,113.988,113.788,113.951,8688.6504
1579096800000,113.949,113.999,113.875,113.902,5674.5098
1579100400000,113.902,114.017,113.87,113.962,5714.3799
1579104000000,113.964,114.156,113.96,114.117,4552.3599
1579107600000,114.118,114.146,114.032,114.035,3350.1799
1579111200000,114.038,114.047,113.959,113.988,3359.8899
1579114800000,113.991,114.084,113.981,114.046,2396.23
1579118400000,114.047,114.056,113.967,114.024,2525.76
1579122000000,114.024,114.044,113.977,113.977,933.05
1579125600000,113.977,113.989,113.908,113.975,1439.1801
1579129200000,113.977,114.038,113.97,114.008,1175.12
1579132800000,114.011,114.107,113.99,114.027,2688.6799
1579136400000,114.028,114.032,113.977,113.986,2002.61
1579140000000,113.987,114.004,113.955,113.972,1792.2
1579143600000,113.975,114.01,113.97,113.972,1347.35
1579147200000,113.972,113.975,113.948,113.963,910.42
1579150800000,113.961,113.992,113.961,113.988,986.32
1579154400000,113.991,114.005,113.949,113.975,1380.58
1579158000000,113.978,114.01,113.942,114.001,1886.91
1579161600000,114.001,114.303,114.001,114.239,4248.71
1579165200000,114.239,114.316,114.186,114.2,4005.8999
1579168800000,114.201,114.274,114.169,114.255,3207.6799
1579172400000,114.255,114.287,114.197,114.221,2329.55
1579176000000,114.219,114.325,114.195,114.307,2736.8601
1579179600000,114.31,114.382,114.131,114.155,5140.9502
1579183200000,114.156,114.222,114.04,114.089,5744.8198
1579186800000,114.087,114.241,114.057,114.208,6545.5498
1579190400000,114.208,114.234,114.124,114.149,4200.3999
1579194000000,114.151,114.174,114.117,114.153,2457.0801
1579197600000,114.152,114.184,114.107,114.157,1654.65
1579201200000,114.158,114.178,114.123,114.141,1405.46
1579204800000,114.141,114.168,114.134,114.145,1987.88
1579208400000,114.146,114.185,114.137,114.137,1139.61
1579212000000,114.137,114.179,114.137,114.16,560.96
1579215600000,114.161,114.209,114.155,114.172,1840.3199
1579219200000,114.172,114.289,114.146,114.262,2594.75
1579222800000,114.261,114.266,114.143,114.154,2446.0701
1579226400000,114.161,114.244,114.155,114.155,2313.8701
1579230000000,114.155,114.168,114.12,114.124,1342.66
1579233600000,114.126,114.157,114.114,114.122,1020.92
1579237200000,114.122,114.194,114.12,114.171,1375.27
1579240800000,114.173,114.237,114.161,114.231,2596.1399
1579244400000,114.231,114.257,114.117,114.125,2652.46
1579248000000,114.124,114.195,114.099,114.145,3105.46
1579251600000,114.145,114.154,114.077,114.103,3850.45
