timestamp,open,high,low,close,volume
1577836800000,9.83474,9.84214,9.82804,9.8373,1835.1
1577923200000,9.83737,9.85538,9.81584,9.82234,129576.2578
1578009600000,9.82234,9.86453,9.81844,9.84646,120259.5625
1578182400000,9.84764,9.86697,9.84674,9.86039,4261.3101
1578268800000,9.86039,9.88276,9.84078,9.84237,103144.5703
1578355200000,9.84237,9.89235,9.81498,9.8806,112860.2109
1578441600000,9.8806,9.89684,9.83514,9.85248,135449.125
1578528000000,9.85248,9.88526,9.83924,9.86163,78392.1016
1578614400000,9.86164,9.88807,9.84976,9.87214,79419.6484
1578787200000,9.86524,9.8827,9.85805,9.88212,2371.1599
1578873600000,9.88212,9.91318,9.86272,9.89624,71767.0469
1578960000000,9.89624,9.91159,9.86712,9.87601,71049.6719
1579046400000,9.87568,9.90084,9.8712,9.87672,83000.4922
1579132800000,9.87672,9.91202,9.86834,9.89733,92204.9609
1579219200000,9.89733,9.90355,9.86986,9.86986,91400.8281
1579392000000,9.86924,9.88425,9.86785,9.88308,1469.52
1579478400000,9.88308,9.90929,9.86584,9.9073,44730.4492
1579564800000,9.90728,9.97124,9.9044,9.96044,70284.5469
1579651200000,9.96034,9.97013,9.9404,9.95981,72160.6406
1579737600000,9.95981,9.97964,9.93834,9.94182,93669.9609
1579824000000,9.94182,9.98849,9.92044,9.96684,87481.4063
1579996800000,9.98385,9.99465,9.9703,9.99214,5625.8198
1580083200000,9.99214,10.0801,9.98624,10.07277,96973.5078
1580169600000,10.07277,10.11572,10.04123,10.04256,91068.7891
1580256000000,10.04256,10.09634,10.03402,10.09057,76561.5078
1580342400000,10.09057,10.18414,10.09023,10.13657,85615.9063
1580428800000,10.13657,10.21939,10.11054,10.19484,104803.5078
1580601600000,10.19424,10.21026,10.17424,10.20904,4605.8701
1580688000000,10.20914,10.27504,10.17333,10.27039,113171.3203
1580774400000,10.27039,10.27089,10.15903,10.17546,95179.5078
1580860800000,10.17546,10.21058,10.10989,10.12793,120943.9609
1580947200000,10.12794,10.15924,10.09606,10.12398,92697.9609
1581033600000,10.12365,10.19797,10.11721,10.16391,100732.3516
1581206400000,10.16974,10.1859,10.16973,10.18157,3686.4099
1581292800000,10.1817,10.19099,10.10713,10.13188,94689.7031
1581379200000,10.13098,10.13689,10.08219,10.09151,68308.3203
1581465600000,10.09151,10.09532,10.02623,10.05035,62299.3008
1581552000000,10.05035,10.09482,10.01603,10.02999,80199.1797
1581638400000,10.02981,10.05445,9.99612,10.00809,67322.6094
1581811200000,10.00864,10.01841,10.00273,10.01684,1246.75
1581897600000,10.01684,10.04777,10.00837,10.02966,67845.6875
1581984000000,10.02966,10.11041,10.02892,10.06817,86320.1328
1582070400000,10.06817,10.07985,10.00065,10.01667,73135.1328
1582156800000,10.0164,10.07304,10.01138,10.05513,56167.8086
1582243200000,10.05513,10.11016,10.04915,10.05022,94840.8203
1582416000000,10.10422,10.12162,10.09424,10.11034,3915.3999
1582502400000,10.11034,10.15942,10.09716,10.14595,102849.6094
1582588800000,10.14522,10.20254,10.11925,10.18354,119548.6016
1582675200000,10.18354,10.23662,10.16286,10.23148,124995.8828
1582761600000,10.23147,10.34051,10.22611,10.32405,138994.5625
1582848000000,10.32404,10.43237,10.32021,10.33844,214365.2344
1583020800000,10.41914,10.42996,10.40011,10.40135,4970.9302
1583107200000,10.40134,10.42796,10.30926,10.35058,231115.6406
1583193600000,10.35001,10.38642,10.28099,10.36463,207293.7969
1583280000000,10.36487,10.37272,10.28828,10.30583,148121.9688
1583366400000,10.30661,10.43791,10.29582,10.42257,139880.375
1583452800000,10.42257,10.50185,10.41445,10.43472,197276.9531
1583625600000,10.62473,10.99267,10.6223,10.7581,23654.1895
1583712000000,10.75809,10.99566,10.68825,10.86615,317511.9688
1583798400000,10.866,10.93451,10.72331,10.85161,402821.1563
1583884800000,10.85182,10.94778,10.81175,10.91785,398062.5938
1583971200000,10.91785,11.42607,10.90815,11.36165,328863.0625
1584057600000,11.36164,11.45408,11.00364,11.08164,296150.1875
1584230400000,11.23623,11.36494,11.18916,11.30922,5752.3799
1584316800000,11.31294,11.58306,11.30593,11.45822,440581.375
1584403200000,11.45992,11.59887,11.31771,11.57874,431184.875
1584489600000,11.57518,12.46925,11.50714,12.27869,341646.4688
1584576000000,12.25884,13.15146,11.88468,11.95114,222379.1875
1584662400000,11.98116,12.74944,11.59922,12.60183,207324.9531
1584835200000,12.58795,12.67985,12.46714,12.49105,3668.6101
1584921600000,12.49311,12.73542,12.03261,12.35663,402178.125
1585008000000,12.35522,12.40204,11.79803,11.90644,339165.7188
1585094400000,11.90644,11.95374,11.60942,11.65258,388044
1585180800000,11.65251,11.8135,11.4231,11.48733,339081.625
1585267200000,11.48773,11.76389,11.45457,11.5829,356248.4063
1585440000000,11.48024,11.76892,11.48023,11.6004,17527.1504
1585526400000,11.6004,11.80438,11.39584,11.57449,456728.5625
1585612800000,11.568,11.63515,11.28447,11.47424,458008.3125
1585699200000,11.47424,11.51745,11.21229,11.44324,489330.75
1585785600000,11.43974,11.44133,11.15917,11.26404,488893.5
1585872000000,11.26226,11.48448,11.22699,11.41534,473504.1563
1586044800000,11.41224,11.43247,11.35856,11.36842,23314.1992
1586131200000,11.37812,11.45977,11.20943,11.24552,416726.0313
1586217600000,11.24552,11.26779,11.04879,11.16474,393720.4063
1586304000000,11.16474,11.27063,11.10812,11.11042,340719.0938
1586390400000,11.1108,11.23852,11.06759,11.11325,478005.1875
1586476800000,11.11324,11.19866,11.09148,11.11234,30359.9395
1586649600000,11.12869,11.20457,11.11364,11.1488,59363.6719
1586736000000,11.15841,11.27792,11.11326,11.22969,289101.1563
1586822400000,11.22968,11.33358,11.16459,11.31194,421087.4375
1586908800000,11.31174,11.4975,11.30414,11.46282,326828.4063
1586995200000,11.46213,11.53104,11.24314,11.25204,344421.75
1587081600000,11.25204,11.38858,11.21434,11.21612,311433.3438
1587254400000,11.16273,11.24488,11.1415,11.22683,2344.6101
1587340800000,11.22683,11.38119,11.22427,11.33163,410761.3125
1587427200000,11.33199,11.58774,11.29366,11.49204,447704.4688
1587513600000,11.49204,11.69682,11.45654,11.65259,356296.125
1587600000000,11.65259,11.67974,11.40751,11.45502,296397.1875
1587686400000,11.45512,11.54353,11.42068,11.48835,355128.0625
1587859200000,11.47524,11.57568,11.47523,11.49288,2533
1587945600000,11.49313,11.54521,11.29327,11.33765,320861.1875
1588032000000,11.33701,11.41176,11.24248,11.27456,385345.0625
1588118400000,11.27451,11.29366,11.20528,11.20684,346019
1588204800000,11.20684,11.25749,11.14851,11.21263,393597.6563
1588291200000,11.21263,11.38648,11.20361,11.34469,356167.4063
1588464000000,11.29974,11.46935,11.29934,11.43315,37275.9297
1588550400000,11.43313,11.44394,11.23996,11.24768,323080.5625
1588636800000,11.24778,11.25421,11.0975,11.10486,322323.0625
1588723200000,11.10486,11.14682,11.06856,11.08892,276061.5313
1588809600000,11.08888,11.18005,11.01595,11.08477,282795.6563
1588896000000,11.08522,11.10827,11.04354,11.05603,196449.7344
1589068800000,11.01974,11.07349,11.01973,11.05507,2129.0901
1589155200000,11.05507,11.14095,11.0109,11.12209,190605.0938
1589241600000,11.12209,11.1842,10.95278,11.02188,190192.8281
1589328000000,11.02171,11.04761,10.92267,10.98663,269106.0938
1589414400000,10.98652,11.07782,10.95293,10.9608,258312.125
1589500800000,10.9608,11.10412,10.94802,11.06652,231938.9375
1589673600000,11.00992,11.08044,11.00523,11.07354,8342.9805
1589760000000,11.07354,11.07373,10.92515,10.93797,292450.9375
1589846400000,10.9382,10.98042,10.85458,10.89684,341928.5
1589932800000,10.8967,10.96306,10.85946,10.8699,254188.7969
1590019200000,10.86996,10.93428,10.85175,10.88799,281485.0938
1590105600000,10.88799,11.01327,10.87434,10.88774,194427.2031
1590278400000,10.89537,10.91945,10.89015,10.90004,5406.8901
1590364800000,10.89974,10.96556,10.89326,10.96095,124401.6719
1590451200000,10.96095,10.97125,10.83482,10.85487,159086.6563
1590537600000,10.85465,10.91384,10.80542,10.85407,261053.5625
1590624000000,10.85359,10.89536,10.79513,10.83151,216237.0469
1590710400000,10.8316,10.84591,10.75694,10.77584,274601.8438
1590883200000,10.77671,10.84626,10.77671,10.81244,9367.3604
1590969600000,10.81244,10.81966,10.69364,10.71654,201077.8906
1591056000000,10.71667,10.72868,10.6259,10.64723,212180.0156
1591142400000,10.64691,10.70513,10.60204,10.61754,216991.6719
1591228800000,10.61783,10.65824,10.56394,10.60055,219778.2969
1591315200000,10.60055,10.61118,10.48302,10.49062,220426.0625
1591488000000,10.48514,10.5046,10.46627,10.47673,9763.1797
1591574400000,10.47765,10.51584,10.4418,10.44514,252178.5
1591660800000,10.44493,10.59564,10.42463,10.51548,263434.7813
1591747200000,10.51551,10.6424,10.45136,10.60249,314097.0313
1591833600000,10.60249,10.88554,10.58626,10.87823,391136.1563
1591920000000,10.87782,10.93034,10.77891,10.83942,409409.9063
1592092800000,10.79042,10.91125,10.77074,10.89154,18602.6191
1592179200000,10.89283,11.01884,10.76276,10.77456,394570.7188
1592265600000,10.77446,10.82384,10.68179,10.76673,405315.0625
1592352000000,10.76673,10.81908,10.68026,10.71639,336712.875
1592438400000,10.71639,10.75079,10.62482,10.68394,393675.75
1592524800000,10.68394,10.80729,10.64537,10.77261,345182.9688
1592697600000,10.80096,10.86714,10.7612,10.80103,21223.3496
1592784000000,10.80103,10.85589,10.73145,10.78364,288360.5313
1592870400000,10.78374,10.88302,10.71438,10.76343,345746.5313
1592956800000,10.76335,10.9054,10.72667,10.89207,336013.4688
1593043200000,10.89207,10.93365,10.73744,10.83098,322016.0313
1593129600000,10.83112,10.92473,10.8155,10.82779,269132.2813
1593302400000,10.83592,10.92004,10.83365,10.89006,25914.0996
1593388800000,10.88958,10.92509,10.85271,10.87299,302905.0625
1593475200000,10.87299,10.94981,10.63981,10.81027,227552.625
1593561600000,10.81027,10.81266,10.69238,10.70334,270070.125
1593648000000,10.70354,10.74597,10.64364,10.70451,261907.6563
1593734400000,10.70484,10.71752,10.63868,10.63922,165542.8906
1593907200000,10.65723,10.70269,10.62784,10.65583,10057.1699
1593993600000,10.65601,10.6583,10.59649,10.61561,222092.6719
1594080000000,10.61561,10.70799,10.59119,10.69556,304261.1875
1594166400000,10.69573,10.72135,10.61904,10.61934,308689.375
1594252800000,10.61924,10.70255,10.60563,10.68481,286575.75
1594339200000,10.6849,10.75077,10.60992,10.66632,361075.9688
1594512000000,10.65942,10.68608,10.65942,10.66478,27365.5098
1594598400000,10.6642,10.73788,10.63611,10.71984,214003.3125
1594684800000,10.71971,10.749,10.67225,10.68437,289116.0938
1594771200000,10.68388,10.69494,10.572,10.59183,270720.0625
1594857600000,10.59198,10.64794,10.57387,10.58311,243902.5781
1594944000000,10.58297,10.62584,10.57424,10.61262,220801.0313
1595116800000,10.59326,10.63084,10.58722,10.60988,7167.8599
1595203200000,10.60988,10.63284,10.54798,10.55972,182411.1094
1595289600000,10.55972,10.55972,10.46208,10.49309,202943.5
1595376000000,10.49309,10.59791,10.47847,10.59264,234760.6875
1595462400000,10.59274,10.71334,10.54929,10.68824,192050.9375
1595548800000,10.68824,10.74458,10.63844,10.65719,248575.7656
1595721600000,10.65316,10.68115,10.62887,10.66322,26864.3691
